player_id,player_name,position,position_group,playing_time,team_name,match_outcome,team_id,avg_option_creation_rating,avg_zone_coverage,avg_pass_line_blocking,avg_space_control_rating
799092,Matthew Sheridan,Left Midfield,Midfield,58.68,Wellington Phoenix FC,L,867,0.018680466863775728,0.014983548160680307,0.06705233483583999,0.041017941498260144
11117,Zinédine Machach,Attacking Midfield,Midfield,98.82,Melbourne Victory Football Club,W,868,0.028568221370950796,0.018774614650249166,0.07277683775145703,0.0457757262008531
957734,Corban Piper,Right Midfield,Midfield,98.82,Wellington Phoenix FC,L,867,0.016356493552275565,0.02113903107388449,0.048199162401116796,0.03466909673750064
51015,Alex Rufer,Defensive Midfield,Midfield,98.82,Wellington Phoenix FC,L,867,0.019787126429568487,0.021910504749487796,0.06026805115788167,0.041089277953684736
29075,Nikolaos Vergos,Center Forward,Center Forward,83.12,Melbourne Victory Football Club,W,868,0.021246366006372475,0.02067474372669178,0.04792998007283722,0.0343023618997645
50955,Nishan Velupillay,Left Winger,Wide Attacker,98.82,Melbourne Victory Football Club,W,868,0.025950526562555965,0.013839598547720376,0.05043073348910913,0.03213516601841475
698137,Isaac Hughes,Right Center Back,Central Defender,90.08,Wellington Phoenix FC,L,867,0.008394484114987241,0.04295319630685484,0.0215495547812621,0.03225137554405847
9175,Roderick Jefferson Gonçalves Miranda,Right Center Back,Central Defender,68.05,Melbourne Victory Football Club,W,868,0.019207282068959174,0.04337405761202553,0.03841407775231304,0.040894067682169286
23909,Kosta Barbarouses,Center Forward,Center Forward,98.82,Wellington Phoenix FC,L,867,0.013302711377498111,0.014680330527236067,0.028794529755441806,0.021737430141338936
51685,Lachlan Jackson,Left Center Back,Central Defender,98.82,Melbourne Victory Football Club,W,868,0.016852436477740287,0.019557186562262706,0.023369054333521336,0.02146312044789202
51017,Tim Payne,Right Back,Full Back,98.82,Wellington Phoenix FC,L,867,0.01347045179503603,0.014243250962000962,0.029709201388888884,0.021976226175444924
157294,Ryan Graham Pun Teague,Right Defensive Midfield,Midfield,59.08,Melbourne Victory Football Club,W,868,0.034637541125455105,0.017571201946201948,0.03845454314204314,0.028012872544122547
159688,Jordi Valadon,Left Defensive Midfield,Midfield,98.82,Melbourne Victory Football Club,W,868,0.03332644555946936,0.01995569057751799,0.07553111487121639,0.04774340272436719
11885,Daniel Arzani,Right Winger,Wide Attacker,68.05,Melbourne Victory Football Club,W,868,0.024788188731659194,0.010463831525246743,0.052288236166740845,0.031376033845993793
50977,Joshua Rawlins,Right Back,Full Back,98.82,Melbourne Victory Football Club,W,868,0.02368803978489377,0.01172984986436763,0.0336693927429968,0.022699621303682214
27003,Kazuki Nagasawa,Attacking Midfield,Midfield,58.68,Wellington Phoenix FC,L,867,0.014513712987174734,0.02508487447511838,0.05807684862562911,0.04158086155037374
26969,Hideki Ishige,Attacking Midfield,Midfield,58.68,Wellington Phoenix FC,L,867,0.019486985178193153,0.021622592970907576,0.05071116461565899,0.036166878793283286
7698,Mitchell Langerak,Goalkeeper,Other,98.82,Melbourne Victory Football Club,W,868,0.008084810894288485,0.0005084745762711866,0.00359362389023406,0.002051049233252623
811820,Kasey Bos,Left Back,Full Back,98.82,Melbourne Victory Football Club,W,868,0.023514190139274888,0.022090854061193044,0.03322437449556094,0.027657614278376992
42510,Scott Wootton,Left Center Back,Central Defender,98.82,Wellington Phoenix FC,L,867,0.008543025694559331,0.020375673909875866,0.016430898092135878,0.018403286001005874
51028,Sam Sutton,Left Back,Full Back,98.82,Wellington Phoenix FC,L,867,0.013890574772076274,0.014110482616341992,0.021208715691137567,0.01765959915373978
34718,Joshua Oluwayemi,Goalkeeper,Other,98.82,Wellington Phoenix FC,L,867,0.006819639601837384,0.00026041666666666666,0.0,0.00013020833333333333
51714,Reno Piscopo,Attacking Midfield,Midfield,24.03,Melbourne Victory Football Club,W,868,0.023724267154702192,0.012682780182780183,0.04922089947089947,0.030951839826839828
51046,Paulo Retre,Attacking Midfield,Midfield,23.42,Wellington Phoenix FC,L,867,0.02584306991127742,0.012784498298516989,0.06899693418385007,0.04089071624118353
698141,Lukas Kelly-Heald,Left Midfield,Midfield,40.13,Wellington Phoenix FC,L,867,0.026595928775362883,0.023978721895388563,0.07164309455976123,0.047810908227574896
972687,Luke Brooke-Smith,Attacking Midfield,Midfield,40.13,Wellington Phoenix FC,L,867,0.024910539337077185,0.018098645181978516,0.05189679148012481,0.03499771833105166
795521,Alexander Badolato,Right Winger,Wide Attacker,30.76,Melbourne Victory Football Club,W,868,0.02017857889468637,0.013789911653652993,0.03741614428681403,0.025603027970233512
51013,Brendan Hamill,Right Center Back,Central Defender,30.76,Melbourne Victory Football Club,W,868,0.0105429696393633,0.03201596966031146,0.01571721837310752,0.023866594016709486
50979,Bruno Fornaroli Mezza,Center Forward,Center Forward,15.7,Melbourne Victory Football Club,W,868,0.014412668346958512,0.023611602405376724,0.06166851954789697,0.04264006097663685
799453,Nathan Walker,Attacking Midfield,Midfield,16.72,Wellington Phoenix FC,L,867,0.02664130179594283,0.044969863847414866,0.14068135190584172,0.09282560787662829
796012,Fabian Monge,Right Defensive Midfield,Midfield,15.7,Melbourne Victory Football Club,W,868,0.015406816510661978,0.013190829922347432,0.056585448706071274,0.03488813931420935
698142,Fin Conchie,Left Midfield,Midfield,8.73,Wellington Phoenix FC,L,867,0.03172322866623555,0.03988095238095238,0.05683201058201058,0.04835648148148148
