player_id,player_name,position,position_group,playing_time,team_name,match_outcome,team_id,avg_option_creation_rating,avg_zone_coverage,avg_pass_line_blocking,avg_space_control_rating
159945,Max Caputo,Center Forward,Center Forward,86.13,Melbourne City FC,W,2380,0.03752381479885056,0.0242564998589095,0.04870434117422069,0.036480420516565096
808580,Kealey Adamson,Right Wing Back,Full Back,84.7,Macarthur FC,L,1804,0.015977888037942027,0.023790787324621906,0.026526940060774648,0.025158863692698277
11895,Matthew Jurman,Left Center Back,Central Defender,64.92,Macarthur FC,L,1804,0.011042177487295282,0.02271523178807947,0.015206559444970041,0.018960895616524753
51648,Jake Hollman,Left Midfield,Midfield,64.92,Macarthur FC,L,1804,0.01691016480007372,0.020814699336524738,0.03887445410262871,0.029844576719576722
50980,Chris Ikonomidis,Center Forward,Center Forward,64.92,Macarthur FC,L,1804,0.010261874439722627,0.009652232832246067,0.0394249051926087,0.024538569012427385
51006,Tomislav Uskok,Right Center Back,Central Defender,98.75,Macarthur FC,L,1804,0.015680204478935963,0.024061126525164882,0.02032350677795537,0.022192316651560125
6871,Marin Jakoliš,Center Forward,Center Forward,98.75,Macarthur FC,L,1804,0.01414518750405423,0.005935063399140037,0.02408512633366279,0.015010094866401414
51044,Luke Brattan,Defensive Midfield,Midfield,98.75,Macarthur FC,L,1804,0.023190711437258538,0.012943431117992055,0.042578161298225156,0.027760796208108604
5805,Kévin Boli,Center Back,Central Defender,98.75,Macarthur FC,L,1804,0.013224429595897433,0.09870243204907742,0.025463385567219433,0.06208290880814842
51014,Ivan Vujica,Left Wing Back,Full Back,98.75,Macarthur FC,L,1804,0.01866317620369029,0.02058824771703963,0.018977504075960702,0.019782875896500164
3443,Filip Kurto,Goalkeeper,Other,98.75,Macarthur FC,L,1804,0.0051535628171441705,0.0,0.0011987213638785296,0.0005993606819392648
12120,Saîf-Eddine Khaoui,Right Midfield,Midfield,47.45,Macarthur FC,L,1804,0.013506030706154993,0.013181296615031556,0.04294422588312433,0.028062761249077944
9520,Samuel Souprayen,Left Center Back,Central Defender,98.75,Melbourne City FC,W,2380,0.027166552466602347,0.025495051145893413,0.022507231580738474,0.024001141363315943
771859,Patrick Beach,Goalkeeper,Other,98.75,Melbourne City FC,W,2380,0.019117533275377286,0.00022935779816513765,0.0011043153244988107,0.0006668365613319741
104563,Nathaniel Atkinson,Right Back,Full Back,98.75,Melbourne City FC,W,2380,0.027395973758665863,0.012573074719210908,0.02092092639146962,0.016747000555340265
50992,Kai Trewin,Left Midfield,Midfield,98.75,Melbourne City FC,W,2380,0.041589839045697005,0.009758974529089472,0.038643495712461236,0.024201235120775353
114464,Germán Julio César Ferreyra,Right Center Back,Central Defender,98.75,Melbourne City FC,W,2380,0.02853940799495308,0.025449185261733082,0.01736923282447383,0.021409209043103457
11891,Aziz Eraltay Behich,Left Back,Full Back,98.75,Melbourne City FC,W,2380,0.02993823140665958,0.009795310024667823,0.010859606329789816,0.01032745817722882
7252,Mathew Leckie,Right Midfield,Midfield,86.13,Melbourne City FC,W,2380,0.03503695113190512,0.009619898174115042,0.04872383306118246,0.029171865617648753
159941,Marco Tilio,Right Winger,Wide Attacker,76.98,Melbourne City FC,W,2380,0.02880132629486047,0.01010571389120285,0.0332728289352895,0.021689271413246176
26095,Andreas  Kuen,Center Forward,Center Forward,76.98,Melbourne City FC,W,2380,0.041985153648258444,0.014634920634920633,0.05268086883876358,0.03365789473684211
963054,Kavian Rahmani,Left Winger,Wide Attacker,64.12,Melbourne City FC,W,2380,0.03266103256517563,0.010697723560520393,0.03581323030531474,0.023255476932917567
51655,Liam Rose,Right Midfield,Midfield,51.3,Macarthur FC,L,1804,0.030438348014793597,0.013543203382588858,0.04873470337855812,0.03113895338057349
771857,Harry Politidis,Left Winger,Wide Attacker,34.63,Melbourne City FC,W,2380,0.018770144728147396,0.010160238751147842,0.03416955266955267,0.022164895710350255
179963,Peter Makrillos,Center Forward,Center Forward,33.83,Macarthur FC,L,1804,0.032783604894201665,0.025278279092992986,0.08766921845940918,0.05647374877620109
966118,Harry  Sawyer,Center Forward,Center Forward,33.83,Macarthur FC,L,1804,0.0200655889879221,0.030532259142613365,0.05334436226806799,0.04193831070534068
966117,Dean Bosnjak,Right Winger,Wide Attacker,33.83,Macarthur FC,L,1804,0.02455453390421902,0.008423176883667347,0.06432139613338524,0.036372286508526294
22937,Yonatan Cohen,Right Winger,Wide Attacker,21.76,Melbourne City FC,W,2380,0.010024252538578407,0.004292019838238326,0.025743630785647592,0.01501782531194296
51681,Steven Ugarković,Center Forward,Center Forward,21.76,Melbourne City FC,W,2380,0.017029445648122178,0.006326368931410948,0.045761637988528746,0.026044003459969847
795516,Yianni Nicolaou,Right Back,Full Back,14.05,Macarthur FC,L,1804,0.02680743698561587,0.009666666666666667,0.03287301587301587,0.021269841269841272
973077,Michael Ghossaini,Center Forward,Center Forward,12.62,Melbourne City FC,W,2380,0.014897845218405953,0.008490078577414822,0.07923684757745891,0.04386346307743687
972648,Lawrence Wong,Center Forward,Center Forward,12.62,Melbourne City FC,W,2380,0.01372547569794529,0.0058699912411702805,0.06326505857073543,0.03456752490595286
