player_id,player_name,position,position_group,playing_time,team_name,match_outcome,team_id,avg_option_creation_rating,avg_zone_coverage,avg_pass_line_blocking,avg_space_control_rating
25534,Anas Ouahim,Left Winger,Wide Attacker,78.43,Sydney Football Club,W,869,0.025981189791180376,0.010696294093240657,0.04977550251087147,0.030235898302056065
973078,Fabian Talladira,Left Back,Full Back,96.0,Adelaide United Football Club,L,866,0.024258001828327942,0.02846346129550418,0.02439589891942483,0.026429680107464507
133852,Corey Hollman,Right Defensive Midfield,Midfield,96.0,Sydney Football Club,W,869,0.02964275357163506,0.016885664756951885,0.037573471632877574,0.02722956819491473
809759,Panagiotis Kikianis,Left Center Back,Central Defender,96.0,Adelaide United Football Club,L,866,0.01878082108814092,0.02367416185164845,0.017067509950178205,0.020370835900913327
17231,Patryk Klimala,Center Forward,Center Forward,83.4,Sydney Football Club,W,869,0.01619946194263759,0.017377095127095128,0.048496031746031745,0.03293656343656344
42513,Zach Clough,Right Winger,Wide Attacker,86.36,Adelaide United Football Club,L,866,0.019429569233350156,0.008793012281384375,0.03567063741482346,0.022231824848103918
560893,Ethan Alagich,Left Defensive Midfield,Midfield,96.0,Adelaide United Football Club,L,866,0.03337138581631671,0.014377426475640762,0.06039351851851852,0.037385472497079644
51000,Jordan Courtney-Perkins,Left Back,Full Back,96.0,Sydney Football Club,W,869,0.020067932852315295,0.008345413943168237,0.027396416514646374,0.017870915228907304
50959,Stefan Mauk,Attacking Midfield,Midfield,72.45,Adelaide United Football Club,L,866,0.02176672752929246,0.01870522088596059,0.06075000830757984,0.03972761459677021
18573,Joe Lolley,Right Winger,Wide Attacker,96.0,Sydney Football Club,W,869,0.018990878381391095,0.006237314207611237,0.025527267012415526,0.01588229061001338
795547,Zachary de Jesus,Right Back,Full Back,69.46,Sydney Football Club,W,869,0.0276722834896603,0.008489981549683041,0.026639027086788277,0.017564504318235658
26766,Bart Vriends,Right Center Back,Central Defender,96.0,Adelaide United Football Club,L,866,0.022584679249641762,0.05540839947089947,0.01834443499622071,0.03687641723356009
51646,Jonny  Yull,Left Winger,Wide Attacker,86.36,Adelaide United Football Club,L,866,0.01859000553508422,0.008932541951409877,0.038579664570230605,0.02375610326082024
51005,Dylan Pierias,Right Back,Full Back,96.0,Adelaide United Football Club,L,866,0.02176837860836026,0.011195543874115301,0.013290107709750566,0.012242825791932935
50949,Jay Barnett,Right Defensive Midfield,Midfield,60.65,Adelaide United Football Club,L,866,0.027477191829310913,0.013910836231545338,0.05088318432395789,0.03239701027775162
51686,Archie Goodwin,Center Forward,Center Forward,60.65,Adelaide United Football Club,L,866,0.013984761322759777,0.0226677299921852,0.04332699181367462,0.032997360902929915
809070,Ethan Cox,Goalkeeper,Other,96.0,Adelaide United Football Club,L,866,0.004995065720904867,0.0004828042328042328,0.0014604591836734691,0.000971631708238851
51644,Rhyan Grant,Right Center Back,Central Defender,96.0,Sydney Football Club,W,869,0.017140582366327883,0.03160675923225461,0.022679069426097164,0.027142914329175885
28293,Leonardo de Souza Sena,Left Defensive Midfield,Midfield,96.0,Sydney Football Club,W,869,0.025247819453765676,0.009396045756679839,0.04317166761024093,0.026283856683460387
998256,Kyle Reilly  Shaw,Left Center Back,Central Defender,96.0,Sydney Football Club,W,869,0.018801088562043575,0.02964936969887465,0.01804389962805804,0.023846634663466346
931987,Harrison Devenish-Meares,Goalkeeper,Other,96.0,Sydney Football Club,W,869,0.010603718574407084,6.609385327164574e-05,0.0004957038995373431,0.0002808988764044944
51045,Anthony Cáceres,Attacking Midfield,Midfield,96.0,Sydney Football Club,W,869,0.02524875048883521,0.01377830640206878,0.04236078369741736,0.02806954504974307
560895,Isaías Sánchez Cortés,Right Defensive Midfield,Midfield,35.35,Adelaide United Football Club,L,866,0.04021577034142484,0.020408198483369326,0.05755956900603825,0.03898388374470379
797295,Luka Jovanovic,Center Forward,Center Forward,35.35,Adelaide United Football Club,L,866,0.018689583335523802,0.013755682434497924,0.050095816610622984,0.031925749522560457
133854,Adrian Segecic,Right Defensive Midfield,Midfield,26.53,Sydney Football Club,W,869,0.017184402901885585,0.01973092267209914,0.06132664176781824,0.04052878221995869
50971,Yaya Dukuly,Left Winger,Wide Attacker,23.55,Adelaide United Football Club,L,866,0.02334317838931417,0.013686076795832893,0.04607530003871468,0.029880688417273784
133853,Jaiden Kucharski,Left Winger,Wide Attacker,17.57,Sydney Football Club,W,869,0.015433444056179512,0.010005991032776747,0.04891699735449735,0.02946149419363705
2858,Douglas  Costa de Souza,Center Forward,Center Forward,12.6,Sydney Football Club,W,869,0.02329950350746934,0.016125203975671267,0.0557632398753894,0.03594422192553033
962802,Ryan White,Attacking Midfield,Midfield,9.63,Adelaide United Football Club,L,866,0.03761705833468061,0.030467597321529906,0.12631977884786874,0.07839368808469932
808608,Austin Ayoubi,Right Winger,Wide Attacker,9.63,Adelaide United Football Club,L,866,0.02402184470161373,0.01769500786354719,0.07397449616550741,0.0458347520145273
