player_id,player_name,position,position_group,playing_time,team_name,match_outcome,team_id,avg_option_creation_rating,avg_zone_coverage,avg_pass_line_blocking,avg_space_control_rating
38673,Guillermo Luis May Bartesaghi,Center Forward,Center Forward,86.65,Auckland FC,W,4177,0.020570141692148436,0.016262762278186443,0.06193808571700602,0.03910042399759623
51713,Callan Elliot,Right Back,Full Back,98.4,Auckland FC,W,4177,0.029468278245585542,0.013537338332877366,0.02870095002065262,0.021119144176764994
50951,Jake Brimmer,Center Forward,Center Forward,77.91,Auckland FC,W,4177,0.02913091760964981,0.01567580784638546,0.05560927740530629,0.035642542625845874
50978,Callum Timmins,Left Defensive Midfield,Midfield,86.26,Newcastle United Jets FC,L,1805,0.025803657444983395,0.014485452492507166,0.04166899956141579,0.02807722602696148
133498,Francis De Vries,Left Back,Full Back,98.4,Auckland FC,W,4177,0.033325321993056246,0.012417391649017485,0.0151273847821732,0.013772388215595344
33697,Nando Pijnaker,Left Center Back,Central Defender,98.4,Auckland FC,W,4177,0.023931731252201157,0.033906349742780964,0.014054994984363012,0.023980672363571987
51667,Daniel Hall,Right Center Back,Central Defender,98.4,Auckland FC,W,4177,0.024480965459133825,0.025752479655825382,0.012009795243995989,0.018881137449910684
14736,Louis Verstraete,Defensive Midfield,Midfield,98.4,Auckland FC,W,4177,0.037485624924584064,0.014212948232992776,0.050789821001402294,0.03250138461719754
735573,Thomas Aquilina,Left Winger,Wide Attacker,98.4,Newcastle United Jets FC,L,1805,0.01702097081642213,0.012698012975021286,0.040524557006551463,0.026611284990786375
51009,Ryan Scott,Goalkeeper,Other,98.4,Newcastle United Jets FC,L,1805,0.0047600112526438275,0.0002589715131335553,0.0002851769638673079,0.0002720742385004316
176224,Phillip Cancar,Right Center Back,Central Defender,98.4,Newcastle United Jets FC,L,1805,0.01643326007015596,0.01909082914623081,0.023252429318911316,0.021171629232571064
735578,Mark Natta,Left Back,Full Back,98.4,Newcastle United Jets FC,L,1805,0.017602789629277766,0.01637726648813123,0.020211698870235457,0.018294482679183342
735574,Kosta Grozos,Right Defensive Midfield,Midfield,98.4,Newcastle United Jets FC,L,1805,0.02514502513062961,0.01829760224993041,0.041554042163798266,0.029925822206864336
50983,Dane Ingham,Right Back,Full Back,98.4,Newcastle United Jets FC,L,1805,0.017639211529201976,0.016663948547605056,0.02474475662841314,0.0207043525880091
51649,Aleksandar Šušnjar,Left Center Back,Central Defender,98.4,Newcastle United Jets FC,L,1805,0.013029213479150757,0.02619399961242359,0.017703433574687736,0.021948716593555663
965685,Liam  Gillion,Left Winger,Wide Attacker,98.4,Auckland FC,W,4177,0.02689694051355223,0.008541361571101348,0.042080309199268306,0.025310835385184825
133501,Logan Rogerson,Right Winger,Wide Attacker,71.18,Auckland FC,W,4177,0.02356064249609873,0.009830358300249713,0.03985020135069493,0.024840279825472322
23418,Luis Felipe Gallegos Leiva,Attacking Midfield,Midfield,98.4,Auckland FC,W,4177,0.03495782222036521,0.013211396495200358,0.0515466166654874,0.03237900658034388
795507,Lachlan Bayliss,Attacking Midfield,Midfield,61.55,Newcastle United Jets FC,L,1805,0.018040484506553257,0.018330416859828624,0.05324971869089516,0.035790067775361895
795505,Eli Adams,Right Winger,Wide Attacker,86.26,Newcastle United Jets FC,L,1805,0.018086191092066523,0.012918576521517696,0.043061157796451914,0.027989867158984806
966120,Benjamin Gibson,Center Forward,Center Forward,69.02,Newcastle United Jets FC,L,1805,0.014171348795531799,0.015372062461348176,0.047442176870748295,0.031407119666048235
285188,Alex Noah Paulsen,Goalkeeper,Other,98.4,Auckland FC,W,4177,0.006859719119935009,0.00024163568773234202,8.261049153242461e-05,0.00016212308963238332
560992,Daniel Wilmering,Attacking Midfield,Midfield,36.85,Newcastle United Jets FC,L,1805,0.017819993413231726,0.016644204851752022,0.06092559315829756,0.03878489900502479
795506,Clayton Taylor,Center Forward,Center Forward,29.38,Newcastle United Jets FC,L,1805,0.01593131397169041,0.014782996156758535,0.055931753889674675,0.035357375023216606
43829,Neyder Stiven Moreno Betancur,Right Winger,Wide Attacker,27.22,Auckland FC,W,4177,0.024412437397534067,0.009493134942236739,0.03282245033742039,0.021157792639828567
163972,Max Mata,Center Forward,Center Forward,20.48,Auckland FC,W,4177,0.0193887967636591,0.028515023112480737,0.08731167608286251,0.05791334959767162
797297,Matthew Scarcella,Attacking Midfield,Midfield,12.13,Newcastle United Jets FC,L,1805,0.042575711185699174,0.013339438339438339,0.059371184371184375,0.03635531135531136
800320,Justin Vidic,Left Defensive Midfield,Midfield,12.13,Newcastle United Jets FC,L,1805,0.02159525906575535,0.026234876234876234,0.09008318070818071,0.05815902847152847
31147,Tommy Smith,Center Back,Central Defender,11.75,Auckland FC,W,4177,0.011116988228718075,0.02254008337341671,0.02227954144620811,0.022409812409812407
