player_id,player_name,position,position_group,playing_time,team_name,match_outcome,team_id,avg_option_creation_rating,avg_zone_coverage,avg_pass_line_blocking,avg_space_control_rating
27003,Kazuki Nagasawa,Center Forward,Center Forward,84.33,Wellington Phoenix FC,L,867,0.020608742895347712,0.017586565621850302,0.060982866816868424,0.03928471621935936
14736,Louis Verstraete,Right Midfield,Midfield,21.68,Auckland FC,W,4177,0.030045435816324073,0.01286075036075036,0.07671380632790029,0.044787278344325325
26969,Hideki Ishige,Left Forward,Wide Attacker,100.85,Wellington Phoenix FC,L,867,0.020357239997696917,0.008591012162440733,0.037904366639622204,0.023247689401031467
799092,Matthew Sheridan,Right Center Back,Central Defender,100.85,Wellington Phoenix FC,L,867,0.02061036359760808,0.00392277010887758,0.01864949343651834,0.011286131772697959
133501,Logan Rogerson,Right Winger,Wide Attacker,62.65,Auckland FC,W,4177,0.023487740158851734,0.01308364974566092,0.05631429014808902,0.03469896994687497
50951,Jake Brimmer,Center Forward,Center Forward,73.1,Auckland FC,W,4177,0.022253468236440612,0.01777233555667032,0.0473848695415219,0.032578602549096114
965685,Liam  Gillion,Left Winger,Wide Attacker,62.65,Auckland FC,W,4177,0.022043926881292027,0.008972506388707507,0.037897379622239956,0.023434943005473732
51028,Sam Sutton,Left Wing Back,Full Back,99.2,Wellington Phoenix FC,L,867,0.021340283089306564,0.006663291056929228,0.02751059778892781,0.01708694442292852
42510,Scott Wootton,Left Center Back,Central Defender,100.85,Wellington Phoenix FC,L,867,0.014360861106053469,0.0035046921187157094,0.011765638977303457,0.007635165548009583
23909,Kosta Barbarouses,Right Forward,Wide Attacker,100.85,Wellington Phoenix FC,L,867,0.01752913322830869,0.01436268697081279,0.03750728119994175,0.02593498408537727
34718,Joshua Oluwayemi,Goalkeeper,Other,100.85,Wellington Phoenix FC,L,867,0.007491253466328078,0.0,0.0007494145199063232,0.0003747072599531616
698137,Isaac Hughes,Center Back,Central Defender,100.85,Wellington Phoenix FC,L,867,0.014957595552230162,0.0011087281729483566,0.009756287836235413,0.005432508004591885
51015,Alex Rufer,Left Midfield,Midfield,100.85,Wellington Phoenix FC,L,867,0.025574751800250723,0.006598419795141106,0.05392870153525891,0.030263560665200008
51017,Tim Payne,Right Wing Back,Full Back,64.75,Wellington Phoenix FC,L,867,0.013764584605501742,0.009503851661646339,0.039477337195968375,0.024490594428807355
51046,Paulo Retre,Right Midfield,Midfield,64.75,Wellington Phoenix FC,L,867,0.021885477186220623,0.006836511094360762,0.061683883829459475,0.03426019746191012
33697,Nando Pijnaker,Left Center Back,Central Defender,100.85,Auckland FC,W,4177,0.011718925508631711,0.014659607026863662,0.01463717984735684,0.01464839343711025
4322,Hiroki Sakai,Right Back,Full Back,100.85,Auckland FC,W,4177,0.016384486648965614,0.013735922228921492,0.020997531903943104,0.0173667270664323
38673,Guillermo Luis May Bartesaghi,Center Forward,Center Forward,100.85,Auckland FC,W,4177,0.015771651737061007,0.0165538989728975,0.05046520326343596,0.03350955111816673
23418,Luis Felipe Gallegos Leiva,Left Midfield,Midfield,100.85,Auckland FC,W,4177,0.02808277540926573,0.010738043094237785,0.045775682446036435,0.02825686277013711
133498,Francis De Vries,Left Back,Full Back,100.85,Auckland FC,W,4177,0.018228265501868426,0.011083808928318875,0.017218479138154896,0.014151144033236886
51667,Daniel Hall,Right Center Back,Central Defender,100.85,Auckland FC,W,4177,0.013181482286416142,0.023941373277656462,0.018120522545301304,0.021030947911478883
285188,Alex Noah Paulsen,Goalkeeper,Other,100.85,Auckland FC,W,4177,0.0016067342335373753,0.00014749262536873156,0.0017514749262536873,0.0009494837758112094
133495,Cameron Drew Howieson,Right Midfield,Midfield,79.16,Auckland FC,W,4177,0.03113988539717231,0.01620174113098642,0.05041479484875711,0.03330826798987176
965684,Luis Toomey,Left Winger,Wide Attacker,38.2,Auckland FC,W,4177,0.02063156447281742,0.01219966547579652,0.054353316989822445,0.033276491232809485
43829,Neyder Stiven Moreno Betancur,Right Winger,Wide Attacker,38.2,Auckland FC,W,4177,0.015728958657308598,0.006327572565890323,0.029375587202690005,0.017851579884290165
6799,Marco Rojas,Center Forward,Center Forward,36.1,Wellington Phoenix FC,L,867,0.024190477428252786,0.021377579288971695,0.06873618645770545,0.045056882873338575
159938,Stefan Colakovski,Left Forward,Wide Attacker,36.1,Wellington Phoenix FC,L,867,0.022119218087670797,0.011790904828879512,0.04798824593128391,0.02988957538008171
31147,Tommy Smith,Center Back,Central Defender,27.75,Auckland FC,W,4177,0.008832472860746564,0.02676810018359314,0.02457895521275803,0.025673527698175585
799091,Oskar Van Hattum,Right Midfield,Midfield,16.52,Wellington Phoenix FC,L,867,0.015591127244789267,0.014119045033023529,0.0316621152642658,0.022890580148644667
957734,Corban Piper,Left Wing Back,Full Back,1.65,Wellington Phoenix FC,L,867,0.023263394525125377,0.022569444444444444,0.06535218253968253,0.04396081349206349
